Conversation_ID,Attacker_Helper,Victim,Conversation_Type
DAoZuhs2htCEhz,"But sir, if you don't pay, we will take legal action against you.",I'm hanging up now. Have a nice day.,1
k9M39RPkmlUFXf,"Hello, this is John from the bank. I'm calling to confirm a transaction on your account. Did you recently make a purchase from a clothing store for $250?","Um, no I didn't. Is everything okay with my account?",0
k9M39RPkmlUFXf,"Yes, it looks like there has been some suspicious activity on your card. Can you verify your account number and password for me?","Wait a minute, I'm not comfortable giving out that information over the phone. Can I come into the bank to resolve this?",0
SZFTtAgd13k8Uz,"Hello, this is John from the IRS. We have noticed some irregularities in your tax records and we need to verify some information.","I'm sorry, I'm not comfortable giving out personal information over the phone. Can you send me something in writing?",1
SZFTtAgd13k8Uz,"Yes, we can send you a letter but we need to verify your address. Can you please tell me your address?","No, I'm sorry. I cannot give out personal information to someone I don't know. Goodbye.",1
qfG32ZL77qASmX,"Hello, this is John calling from your bank, may I have your account number please?","Sure, it's XXXXXXXX.",0
qfG32ZL77qASmX,"Thank you. For security purposes, can you also provide me with your full name and date of birth?",Why do you need that information? Can't you just confirm my identity with my account number?,0
qfG32ZL77qASmX,"I'm sorry, but we need to verify your identity for your protection. Can you please provide me with your information?",I'm not comfortable giving out that information over the phone. Can I come into the bank in person to verify my identity?,0
qfG32ZL77qASmX,"Of course, that's understandable. You can come in during regular business hours and we'll be able to assist you.","Thank you, I will do that. Goodbye.",0
nbPp2JDASKSxOy,"Hello, may I speak with Ms. Smith?",This is she. Who is calling?,1
nbPp2JDASKSxOy,"Hi, this is Dave from the emergency services. There has been a breach in your online security and we need your help to fix it ASAP. Can you please provide me with your personal information?",I'm sorry but I don't believe you. I'm going to hang up now.,1
WpjFflgTMYwrPB,"Hello, this is the IRS calling. We have found discrepancies in your tax filings and you owe us money. Please pay immediately or legal action will be taken.","I'm sorry, but I don't owe any money to the IRS. This sounds like a scam.",1
WpjFflgTMYwrPB,"No, this is not a scam. If you don't pay, you will go to jail.",I don't believe you. Can you provide me with your name and badge number?,1
WpjFflgTMYwrPB,"Uh, my name is John Smith and my badge number is 123456.",I don't think that's true. I'm going to hang up now and report this call.,1
WpjFflgTMYwrPB,"No, wait! Don't hang up! I'm really with the IRS!",I don't believe you. Goodbye.,1
qDQ3QmVWRVIKLM,"Hello, this is John from the bank. I am calling to verify a recent transaction on your account.","Oh, okay. Can you provide me with more details on the transaction?",0
qDQ3QmVWRVIKLM,"Yes, certainly. We had a withdrawal of $500 from your checking account. Did you authorize this transaction?","No, I didn't authorize any such transaction. What should I do now?",0
qDQ3QmVWRVIKLM,Please don't worry. We will freeze the account and investigate the matter. We will issue you a new card as well.,"Okay, that sounds good. Thank you so much for informing me.",0
qDQ3QmVWRVIKLM,"No problem, we take these matters very seriously. Do you have any questions or concerns?","No, that's all for now. Thank you again.",0
qDQ3QmVWRVIKLM,You're welcome. Have a good day!,You too.,0
ALtIzDsxTHTxIe,"Hello, this is John from your bank. I just wanted to check if you received your new credit card in the mail?","Yes, I did. Thank you for calling to check.",0
ALtIzDsxTHTxIe,"Hello, this is Jane from your bank. Can you please confirm your social security number to verify your account?","I'm sorry, but I'm not comfortable giving that information over the phone. Is there another way to verify my account?",0
DmgYMeupfuuUtH,"Hello, this is James from your bank. We have detected some suspicious activity on your account. Can I confirm your account number and password?","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you confirm your name and the bank's contact number?",1
DmgYMeupfuuUtH,"Yes, this is James from XYZ Bank. Our number is 123-456-7890. Can you please confirm your account number and date of birth?",I think I'll visit the bank in person to sort out any issues. Thank you for calling.,1
3Quw1bnJa3t0Us,"Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Did you recently make a purchase for $500 at a shoe store?","Yes, I did make that purchase.",0
3Quw1bnJa3t0Us,Great! I just wanted to make sure it wasn't fraudulent. Can I confirm your account number and last four digits of your social security number?,"Sure, my account number is 123456789 and the last four digits of my SSN are 1234.",0
3Quw1bnJa3t0Us,"Thank you. To ensure your safety, can you please verify your mother's maiden name?","Yes, it's Smith.",0
3Quw1bnJa3t0Us,Perfect. I also want to inform you of our new credit card offer. Would you be interested in learning more?,"No, thank you. I'm good.",0
3Quw1bnJa3t0Us,"Okay, no problem. Have a great day!","Thanks, you too.",0
S3X3CIjVLldPiO,"Hello, this is the IRS calling. We have noticed discrepancies in your tax filings and need you to verify some personal information for us. Can you provide your name, date of birth, and Social Security number?","I'm sorry, but I'm not comfortable providing that information over the phone. Can you send me a letter or email with more details?",1
S3X3CIjVLldPiO,"Yes, we can send you a letter, but we need to verify your address. Can you give us your current address and phone number?",I don't think I should give that information out either. Can you give me a phone number I can call to verify this is really the IRS?,1
S3X3CIjVLldPiO,"I'm sorry, but we can't provide that information over the phone. We need you to provide your personal information first.",I think I'm going to hang up now. I don't feel comfortable giving out my personal information to someone I don't know.,1
u6jomu1BoLjgOb,"Hello, this is John from your bank. I need to verify your identity for security purposes.","Okay, what do you need from me?",0
u6jomu1BoLjgOb,Can you verify your account number and social security number?,I'm not comfortable giving out that information over the phone. Can I come in person to the bank?,0
u6jomu1BoLjgOb,"Yes, that's no problem. Thank you for being cautious with your personal information.","Of course, I know there are a lot of phone scams going around these days.",0
evBORyU4RwmT0Y,"Hello, this is John from the IRS. We have noticed suspicious activity on your account.","Oh no, what kind of suspicious activity?",1
evBORyU4RwmT0Y,"There appears to be a discrepancy in your taxes. We need you to wire us $10,000 immediately to avoid legal action.",I don't think I owe that much! Can I speak to someone else to verify this?,1
evBORyU4RwmT0Y,"I can connect you with my supervisor, but time is of the essence. Can you wire the money now and sort it out later?","I'm sorry, I cannot do that. I need more information and will double check with the IRS directly.",1
evBORyU4RwmT0Y,"No, we cannot wait. This is a serious matter and you will be facing legal consequences if you do not comply.",I am not comfortable with sending money without further verification. Please give me your supervisor's name and number.,1
evBORyU4RwmT0Y,"Fine, it's Susan Smith and her number is 555-555-5555. But remember, time is ticking and you may regret not acting fast enough.",Thank you for the information. I will do my due diligence and make sure to explore every avenue before making any payment.,1
evBORyU4RwmT0Y,"Whatever, just don't say I didn't warn you.",I won't. Have a good day.,1
eKNqNNQ5YpimeL,"Hello, this is John from your bank. We noticed some unusual activity on your account and want to verify some information to ensure security. Can you provide me with your social security number?","I'm sorry, but I don't feel comfortable giving out my social security number over the phone. Can you provide me with some more information to confirm that you are really from my bank?",0
eKNqNNQ5YpimeL,Of course! I understand your concerns. Could you please provide me with your account number so I can confirm your identity?,"Sure, let me grab my bank statement. It's XXXXXXXXXXXX.",0
eKNqNNQ5YpimeL,"Great, thank you. Can you also provide me with the last four digits of your social security number?","Sure, that's XXXX.",0
eKNqNNQ5YpimeL,"Thank you, that matches our records. Do you recognize a recent charge for $500 at a department store in California?","No, I don't. That doesn't sound like something I would purchase.",0
eKNqNNQ5YpimeL,"Okay, thank you for letting me know. We will investigate this and if it turns out to be fraudulent, we will issue you a new debit card. Thank you for your cooperation.",Thank you for calling and letting me know. I appreciate your help in keeping my account secure.,0
YjqL3Ey9lhtMCg,"Hello, I'm calling from your bank. Can you please confirm your account number so that we can verify your identity?","I'm sorry, I can't do that. How do I know you're really from my bank?",1
YjqL3Ey9lhtMCg,"Oh don't worry, we're just doing a routine check. It's important that we confirm your account details for security purposes.","I appreciate your concern, but I'm not comfortable giving out my personal information over the phone. I'll contact my bank directly to verify any requests.",1
LPVrXA4foCsDCN,"Hello, this is John from your bank. I'm calling because we noticed some unusual activity on your account.","Oh, really? What kind of activity?",0
LPVrXA4foCsDCN,It looks like someone tried to make a large purchase with your card out of state.,"Oh my, that wasn't me. Thank you for letting me know.",0
LPVrXA4foCsDCN,"Of course, we take security very seriously. I just need to verify some information with you to make sure your account is secure.","Okay, sure. What do you need?",0
LPVrXA4foCsDCN,Can you please provide me with your full name and date of birth?,"Yes, my name is Jane Smith and my date of birth is 01/01/1980.",0
LPVrXA4foCsDCN,"Thank you, Jane. Can you also verify your home address and the last four digits of your social security number?","Sure, my address is 123 Main St and the last four digits of my social are 1234.",0
LPVrXA4foCsDCN,"Great, everything checks out. I'm so sorry for any inconvenience this may have caused you. We'll be sending you a new card within the next week.","Okay, thank you for letting me know. I appreciate your help.",0
LPVrXA4foCsDCN,"No problem, have a nice day. And remember, never give out personal information unless you are absolutely sure of who you are speaking to.","Okay, I will. Thanks again.",0
EKFLB1q801x2TP,"Hello, I'm calling from the IRS. We've noticed some suspicious activity on your account.",Oh really? Can you give me some more information please?,1
EKFLB1q801x2TP,"Yes, we've detected some unauthorized transactions and we need your assistance to resolve the issue.","Okay, what do I need to do?",1
EKFLB1q801x2TP,We need you to confirm your social security number and other personal information for verification purposes.,"I'm sorry, but I'm not comfortable giving out that kind of information over the phone. Can you send me something in writing instead?",1
EKFLB1q801x2TP,"I'm sorry, but that's not possible. This is a time-sensitive matter and we need to act quickly to prevent further damage to your account.","I appreciate your concern, but I'll need to verify that you're really from the IRS. Can I have your contact information and call you back later?",1
EKFLB1q801x2TP,"I'm afraid I can't give you any contact information. We're only authorized to make outbound calls, not receive them.","Well, that seems suspicious. I think I'm going to hang up now and call the actual IRS to verify this call.",1
EKFLB1q801x2TP,"No, wait! Please don't do that. We are the real people from the IRS and we need your help.","Sorry, but I don't believe you. Goodbye.",1
EKFLB1q801x2TP,"Dammit, another one got away. We need to find some better targets.",,1
DjQIAADidtJ3sU,"Hello, is this 555-1234?","Yes, who is this?",1
DjQIAADidtJ3sU,This is John from the IRS. We're calling because we've noticed some discrepancies in your tax returns.,"Oh no, what kind of discrepancies?",1
DjQIAADidtJ3sU,"It appears that you owe back taxes and penalties totaling $10,000. We can help you settle this debt today if you provide us with your credit card information.","Wait, I never received any notice about owing back taxes. This sounds like a scam.",1
DjQIAADidtJ3sU,"No, it's not a scam. We just need your credit card information in order to process the payment and clear your account.","I'm sorry, but I'm not comfortable giving out my credit card information over the phone to someone I don't know. Can you send me something in writing?",1
DjQIAADidtJ3sU,"Unfortunately we can't send you anything in writing until after you've made the payment. This is a time-sensitive matter, so please reconsider giving us your credit card information. Otherwise, we'll have no choice but to take legal action against you.",I'm still not comfortable with this. I'll have to verify that this is a legitimate call before proceeding with anything.,1
DjQIAADidtJ3sU,"I assure you that this is a legitimate call. You can trust us, we're here to help.","I'm sorry, but I can't take your word for it. I'll have to call the IRS directly to verify this matter.",1
DjQIAADidtJ3sU,That won't be necessary. You can confirm that this is a legitimate call by providing us with your credit card information. We'll only use it for payment processing purposes.,"I'm sorry, but I don't feel comfortable with this. Goodbye.",1
DjQIAADidtJ3sU,"Wait, don't hang up! You can't ignore this matter, it won't just go away. We'll have to take legal action against you if you don't cooperate.","I'm sorry, but I'm not going to fall for this scam. Goodbye.",1
UJawAwreDSitwc,"Hello, this is John from your bank. Can I confirm your account number?","Uh, sure. It's 123456789.",0
UJawAwreDSitwc,"Thank you. For security purposes, can you verify your mother's maiden name?","Um, why do you need that?",0
UJawAwreDSitwc,"We need to ensure it's you we're speaking with. Can you tell me your mother's maiden name, please?","Oh, okay. It's Johnson.",0
UJawAwreDSitwc,Thank you. Can I ask if you recently made a purchase of $500 on your credit card?,"No, I don't think so.",0
UJawAwreDSitwc,"I'm sorry for any inconvenience, but we've noticed some suspicious activity on your account. Can you confirm a recent transaction of $100 on your debit card?","No, I don't remember that.",0
UJawAwreDSitwc,"I see. For your account's safety, we need you to log in to your online banking to verify and fix any suspicious activity. Can I guide you through that?","Oh, okay. Yes, please.",0
UJawAwreDSitwc,Great. Please visit our website and click on the 'login' button at the top right corner.,"Okay, I'm on the website now.",0
UJawAwreDSitwc,"Now, enter your username and password and click the 'submit' button.","Okay, done.",0
UJawAwreDSitwc,Great. Thank you for your cooperation. We will monitor your account for any further unauthorized activities.,You're welcome. Thank you for letting me know.,0
UJawAwreDSitwc,No problem. Have a great day!,You too.,0
klLDXMmRmwZboP,"Hello, this is John from the IRS. We have detected discrepancies in your tax records and need to investigate further.","Oh no, how can I help?",1
klLDXMmRmwZboP,We need you to provide us with your social security number and make a payment to clear your record.,"I'm sorry, I don't feel comfortable giving out that information over the phone. Can I call the IRS directly to resolve this issue?",1
Q3TW4CR2hSF0Rt,"Hello, this is John from XYZ Bank. We have noticed some unusual activity in your account. Have you authorized any transactions lately?","No, I haven't. Is everything okay with my account?",0
Q3TW4CR2hSF0Rt,"Don't worry, we have suspended the transactions and we just need you to confirm a few details to ensure the security of your account. Can you verify your date of birth and the last four digits of your social security number?","Uh, sure. My date of birth is XX/XX/XXXX and the last four digits of my SSN are XXXX.",0
Zxy0Q8wihDJ1WN,"Hello, may I speak to John?","This is John speaking, who is this?",1
Zxy0Q8wihDJ1WN,"This is Michael from the IRS, we have detected suspicious activity on your account and need you to give us your personal information to verify your identity","I don't think that's accurate, I won't be giving out any personal information over the phone",1
Zxy0Q8wihDJ1WN,"Sir, it's important that we verify your account or we'll have to take legal action. Please give me your social security number and date of birth","I'm sorry, I still don't feel comfortable with sharing that information. Is there any other way to verify my account?",1
Zxy0Q8wihDJ1WN,"I understand your concern, sir. Can you please give me your credit card number and security code instead?","This is clearly a scam, I will be reporting your number to the authorities",1
yIMuS1ZBbEjhpZ,"Hello, this is the IRS calling, you owe back taxes and need to pay immediately or face legal action.","I'm sorry, but I don't believe you're really from the IRS. Can you provide me with some more information?",1
yIMuS1ZBbEjhpZ,"Yes, of course. I just need your social security number and bank account information to verify your identity and process your payment.",I can't give you that information over the phone. This sounds like a scam.,1
yIMuS1ZBbEjhpZ,"No, it's not a scam, I assure you. If you don't pay immediately, you'll be arrested.",I really don't think that's how the IRS works. I'm going to hang up now.,1
eIRkxc8WNMjZc6,"Hello, this is John from XYZ Bank. May I know if I am speaking with Mr. Smith?","Yes, this is Mr. Smith.",0
eIRkxc8WNMjZc6,"Thank you for confirming your identity, Mr. Smith. I am calling to inform you that we have detected some suspicious activity on your account.","Oh no, what kind of activity?",0
eIRkxc8WNMjZc6,We noticed some unauthorized transactions that were made on your account yesterday. Did you make those transactions?,"No, I didn't make any transactions yesterday. What should I do now?",0
eIRkxc8WNMjZc6,We recommend that you change your online banking password ASAP and monitor your account for any other suspicious transactions. We will also block your card to prevent any further unauthorized use.,"Okay, I will do that. Thank you for letting me know.",0
eIRkxc8WNMjZc6,"You're welcome, Mr. Smith. If you have any further questions or concerns, please don't hesitate to give us a call.",I will. Thank you again for calling me.,0
QB18PWc5XMRsTg,"Hello, this is the IRS calling. You owe us money and if you don't pay, you'll be arrested.","Sorry, I don't think this is legitimate. I'm going to hang up now.",1
QB18PWc5XMRsTg,"Wait, don't hang up! We won't arrest you if you pay right now over the phone.",I really don't believe you. I'm going to hang up now. Goodbye.,1
xbgtR2puPHkFuH,"Hello, this is John from the bank. Is this Mr. Smith?","Yes, speaking.",0
xbgtR2puPHkFuH,"Thank you for picking up, Mr. Smith. I just need to verify some information regarding your account","Sure, go ahead.",0
xbgtR2puPHkFuH,Can you please confirm your date of birth and the last four digits of your social security number?,"Uh, I'm not comfortable giving that information over the phone.",0
xbgtR2puPHkFuH,"I completely understand, Mr. Smith. Is there any other way we can verify your identity?",I would prefer to do it in person at the bank.,0
xbgtR2puPHkFuH,"Of course, we can schedule a meeting at our nearest branch. When is a good time for you?",Next Thursday works for me.,0
xbgtR2puPHkFuH,"Great, I will schedule an appointment for you next Thursday. Thank you for being cautious about sharing personal information over the phone.","No problem, better safe than sorry.",0
xbgtR2puPHkFuH,"Absolutely. Have a good day, Mr. Smith.","You too, bye.",0
cnYesT5yPALbpM,"Hello, is this 123-456-7890?","Yes, who is this?",1
cnYesT5yPALbpM,This is John from the IRS. We have noticed some discrepancies in your tax returns and need you to pay us immediately.,I don't think there's anything wrong with my tax returns. Can you give me some more information?,1
cnYesT5yPALbpM,"Yes, we have found that you owe us $10,000 and if it's not paid immediately, we will have to take legal actions.",I think you're trying to scam me. I'll need to verify this with the IRS myself.,1
cnYesT5yPALbpM,"No, no need for that. We can take care of it immediately over the phone. Can I have your credit card details, please?",Absolutely not. I'm not giving you any personal details over the phone.,1
cnYesT5yPALbpM,"We can't wait much longer, sir. I suggest you cooperate before it gets worse.",I'm hanging up now. Don't call me again.,1
V0Eulg7VVi4hmz,"Hello, this is X from the bank. Can I speak with Mr. Smith, please?",This is he. How can I help you?,0
V0Eulg7VVi4hmz,"Thank you for answering, Mr. Smith. We just noticed some unusual activity on your account and wanted to confirm if it was authorized by you.","Yes, I made some purchases yesterday. Is there a problem?",0
V0Eulg7VVi4hmz,"No problem at all, Mr. Smith. We just wanted to make sure it was you who made those transactions. Can you please confirm your date of birth and mother's maiden name for verification purposes?","Sure, my date of birth is XX/XX/XXXX and my mother's maiden name is XXXXXXX.",0
V0Eulg7VVi4hmz,"Thank you for confirming, Mr. Smith. You're all set. If you have any further questions or concerns, feel free to call us back at this number.","Thank you for the call, and for keeping my account safe. Have a good day.",0
z1gliHUlTwC23L,"Hello, this is the IRS calling. You owe us money and need to pay immediately or face legal consequences.","I'm sorry, I don't believe you. Can you give me your name and badge number?",1
z1gliHUlTwC23L,My name is John Smith and my badge number is 123456.,"Okay, thank you. I'm going to hang up and call the IRS directly to verify this information. Goodbye.",1
CdMQLrXHgN4vG2,"Hello, this is John from the bank. Can I speak to Mr. Smith?","Yes, this is Mr. Smith speaking.",0
CdMQLrXHgN4vG2,"Good day, Mr. Smith. We have noticed some unusual activity on your account. Are you aware of any recent transactions?","No, I haven't made any unusual transactions lately.",0
CdMQLrXHgN4vG2,"Alright, let me confirm some details with you for security purposes. Can you please provide me with your date of birth and mother's maiden name?","Sure, my date of birth is 01/01/1980 and my mother's maiden name is Smith.",0
CdMQLrXHgN4vG2,"Thank you, Mr. Smith. We have processed a fraudulent charge on your account and we need your cooperation to resolve this. Can you please verify your account number and password?",I'm sorry but I cannot provide that over the phone. Is there anything else you need from me?,0
CdMQLrXHgN4vG2,"No, that's all for now, Mr. Smith. We'll send you an email with further instructions. Thank you for your assistance.",You're welcome. Have a good day.,0
OvlDq9LnYHGmnH,"Hello, this is the IRS. You owe us money and we need you to pay immediately or you will face legal action.",I don't believe you. Can you give me more information about what I supposedly owe?,1
OvlDq9LnYHGmnH,"Yes, you owe $5,000 in back taxes. If you don't pay now, a warrant will be issued for your arrest.",That doesn't sound right. Can you tell me my name or any other personal information?,1
OvlDq9LnYHGmnH,Your name is John Smith and you live in the state of California. Now can you please give me your credit card information to make a payment?,"No way, this is definitely a scam. I'm hanging up now and reporting this number to the authorities.",1
j2Q9T9FmncM5Re,"Hello, this is John from your bank. I noticed some unusual activity on your account. Can you verify your information for me?","Uh, sure. What do you need me to verify?",0
j2Q9T9FmncM5Re,"I just need your name, date of birth, and the last four digits of your social security number.","Oh, okay. My name is Sarah, my date of birth is May 15th, 1992, and the last four digits of my social are 1234.",0
j2Q9T9FmncM5Re,"Great, thank you. I'm also going to need your account number and routing number for verification purposes.","Wait, why do you need that? That seems like sensitive information.",0
j2Q9T9FmncM5Re,"I understand your concern, but it's just to verify your identity and make sure we're talking to the right person. I promise it's safe.","Okay, let me just grab my checkbook to get the numbers.",0
j2Q9T9FmncM5Re,"Actually, Sarah, I'm sorry to say but this is not actually your bank. We are scammers trying to steal your information.","Oh my god, thank you for telling me! I'm going to hang up now and report this to my real bank.",0
JaVoxOZHt6WdM5,"Hello, this is the IRS. We have discovered a mistake on your tax return and you owe us money. Please give us your credit card information so we can process the payment.",I don't think this is legitimate. Can you give me a call back number so I can verify?,1
JaVoxOZHt6WdM5,"Yes, our call back number is 555-1234. But you need to give us the information now or face legal action.",I'm not comfortable giving out that information over the phone. Can you send me something in writing first?,1
JaVoxOZHt6WdM5,"No, we can't send anything in writing. You need to pay now or face the consequences.",I still don't feel comfortable doing that. I'm going to hang up now.,1
8ZAtmTrDFrwblw,"Hello, this is [bank/other institution] calling. May I please speak with [victim]?",This is [victim].,0
8ZAtmTrDFrwblw,"Thank you for taking the call, [victim]. Just calling to inform you that there has been some suspicious activity on your account. Did you recently make a purchase for $500 in [location]? ","No, I haven't made any such purchases.",0
8ZAtmTrDFrwblw,We suspect that your account may have been hacked. Can you please confirm your account number and password to verify your identity?,"I'm sorry, I'm not comfortable sharing this information over the phone.",0
8ZAtmTrDFrwblw,"That's understandable, but we need to ensure that it is you who is using the account. Can you give us any other information that would help us verify your identity?",I can give you my date of birth and the last four digits of my social security number.,0
8ZAtmTrDFrwblw,"Thank you for providing the information, [victim]. I'm going to put a freeze on your account for now, until we can sort this out. I will also send you a verification code to your email or mobile number. Please do not share it with anyone else.","Okay, thank you for letting me know.",0
8ZAtmTrDFrwblw,"Before I go, just to let you know the warning signs of phone scams.","Yes, please tell me.",0
8ZAtmTrDFrwblw,"Phone scammers typically ask for sensitive information such as bank account details or social security numbers. They may also ask for immediate payment or threaten with legal action. Remember to always double check with the institution before giving out any information, and never give any sensitive information over the phone to an unverifiable caller.",Thank you for this valuable information.,0
8ZAtmTrDFrwblw,"You're welcome. Have a good day, [victim].","Thank you, you too.",0
tQKCbM7Ix7bML0,"Hello, this is the IRS. We have noticed some discrepancies in your tax filings and we need you to verify some information.","I'm sorry, but I don't believe you. I have never received any notice from the IRS.",1
tQKCbM7Ix7bML0,"Ma'am, this is a serious matter. We have to verify your identity or we will have to report you to the authorities. Can you please just give me your social security number?",I'm not comfortable giving out my social security number over the phone to someone I don't know.,1
71yQSTFsr5Ve7O,"Hello, this is John from the bank. Can I please verify your identity?","Um, sure. Can you tell me which bank you are from?",0
71yQSTFsr5Ve7O,"Yes, of course. We are from XYZ Bank. Can you please provide me with your account number?","I'm sorry, but I don't feel comfortable giving out my account number over the phone. Can you tell me why you need it?",0
71yQSTFsr5Ve7O,We just need to verify some information regarding recent activity on your account. We can also ask you some security questions to verify your identity if that makes you feel more comfortable.,"Okay, that sounds reasonable. What kind of questions will you be asking so I can prepare?",0
71yQSTFsr5Ve7O,"We will ask you questions such as your mother's maiden name, your date of birth, and the last four digits of your social security number.","Oh, okay. Yes, I can answer those questions. Thanks for letting me know.",0
71yQSTFsr5Ve7O,Thank you for your cooperation. Can we proceed with the questions now?,"Yes, let's do it.",0
71yQSTFsr5Ve7O,"Great, let's start with your mother's maiden name.","Okay, it's Smith.",0
71yQSTFsr5Ve7O,"Thank you, and what is your date of birth?","It's December 15, 1985.",0
71yQSTFsr5Ve7O,"Perfect. And lastly, can you please tell me the last four digits of your social security number?","Yes, it's 1234.",0
71yQSTFsr5Ve7O,Thank you for verifying your information. We just wanted to make sure everything was okay with your account. Have a great day!,"Thank you, you too!",0
obYXZaWgQvUx3t,"Hello, this is officer Smith from the IRS. You owe outstanding taxes and need to pay immediately or face legal action.",I don't think so. I have already paid my taxes for the year. This sounds like a scam.,1
obYXZaWgQvUx3t,"No, you have not paid your taxes. We have your file right here. You need to pay right now or face arrest.","I will not be making any payments over the phone. If this is real, please send me a notice in the mail.",1
dfgrgDzU1yBjkR,"Hello, this is John from your bank, can I speak with (Victim's Name)?","Yes, this is (Victim's Name). What can I do for you?",0
dfgrgDzU1yBjkR,"I wanted to inform you that there has been some suspicious activity on your account, have you made any large purchases lately?","No, I haven't made any large purchases recently. What kind of suspicious activity?",0
dfgrgDzU1yBjkR,"We noticed some charges from an out-of-state location, and we just want to make sure it wasn't fraudulent activity. Can you confirm your date of birth and the last four digits of your Social Security number?","I'm sorry, but I don't feel comfortable giving out that information over the phone. Can you verify your identity instead?",0
dfgrgDzU1yBjkR,"Yes, of course. My name is John Smith and here is my employee ID number. Is there any way we can verify your identity through some security questions?",That's a good idea. Can you ask me some security questions?,0
dfgrgDzU1yBjkR,"Sure, what is your mother's maiden name and your favorite childhood pet's name?",My mother's maiden name is Lee and my favorite childhood pet's name was Fluffy.,0
dfgrgDzU1yBjkR,"Great, thank you for verifying your identity. We just wanted to update you on the suspicious activity and make sure everything is okay with your account. Do you have any further questions for us?","No, not at the moment. Thank you for contacting me and letting me know about the suspicious activity.",0
dfgrgDzU1yBjkR,"Not a problem at all. If you notice any further suspicious activity, please don't hesitate to give us a call. Have a great day!",You too. Thank you.,0
ByfFirWTvmkxf9,"Hello, this is the IRS. We have detected fraudulent activity on your account. Please give us your social security number.","I'm sorry, but I don't feel comfortable giving out my social security number over the phone. Can you give me your name and a callback number?",1
ByfFirWTvmkxf9,My name is John Smith and my callback number is 555-1234. But you need to give me your social security number now or you will face serious consequences.,"I'm sorry, but I don't believe you are actually from the IRS. I will be reporting this call to the authorities.",1
v7eTwsbe6ivJiY,"Hello! This is Credit Card Company, your card has been compromised. Can you please verify your information?","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you please give me your information so I can call you back?",1
v7eTwsbe6ivJiY,"No, you need to verify your information in order to prevent any further fraudulent activity on your account.","I understand, but I still don't feel comfortable giving out my information over the phone. Can you please provide me with another way to verify that you are who you say you are?",1
v7eTwsbe6ivJiY,"Okay, I understand your concerns. Can you please provide me with your credit card number and expiration date so I can verify your account?","No, I will not provide you with that information. This sounds like a scam and I will be reporting this call to the authorities.",1
FOn4OMPGxUhhnD,"Hello, this is John from ABC bank. I am calling to confirm your recent transactions.","Oh, ok. Can you tell me which transactions you are referring to?",0
FOn4OMPGxUhhnD,"Yes, we noticed some unusual activity on your account. There were three transactions for a total of $500 at a convenience store in a state you don't usually visit.",Oh my goodness. That's not me. Please cancel those transactions and block my account.,0
FOn4OMPGxUhhnD,Absolutely. I will cancel the transactions and block your account. We will issue you a new card and send it to your registered address. Is there anything else you would like to ask?,"No, thank you for your help. It's scary to think someone could compromise my account like that.",0
K55xNlSva3PYXB,"Hello, this is your bank calling. We have noticed some suspicious activity on your account. Can you confirm your account number and password?","I'm sorry, I don't give out personal information over the phone to people I don't know.",1
K55xNlSva3PYXB,But we need to verify your account to make sure it's safe. Can you please give me your information?,"No, I'm sorry. I'm not comfortable giving out that information. Can you verify your identity and tell me your name and company?",1
K55xNlSva3PYXB,"My name is John and I'm calling from your bank. Trust me, we just need to make sure everything is secure. Can you please provide your information?","I appreciate your concern, but I prefer to speak with my bank directly to verify any suspicious activity. Thank you for calling, but I won't be giving out any information over the phone.",1
T5Tl9opnAsc3t8,"Hello, may I speak with [Victim's Name]?",This is [Victim's Name]. Who is this?,1
T5Tl9opnAsc3t8,I'm calling from [random company] and we're conducting a survey about your recent purchases. Can you confirm your address and credit card information?,"Wait, what? I don't feel comfortable giving out my personal information to someone I don't know.",1
T5Tl9opnAsc3t8,It's just for our records. We promise to keep it confidential.,"I'm sorry, but I'm not interested. Please remove me from your calling list.",1
T5Tl9opnAsc3t8,"But ma'am, you could win a prize if you answer our survey!","No, thank you. I'm not interested in participating.",1
T5Tl9opnAsc3t8,"Alright, fine. But just know that you're missing out on a great opportunity.",I don't think so. Goodbye.,1
grkEpZoFzAAdVF,"Hello, this is John from the bank. May I please speak with Mr. Smith?",Speaking.,0
grkEpZoFzAAdVF,Thank you for taking my call. I am calling to notify you about suspicious activity on your account. Did you recently make a purchase for $500 in Florida?,"No, I did not.",0
grkEpZoFzAAdVF,That's what we suspected. We have suspended your account for now and are sending you a new card. Please keep an eye on your statements and report any unauthorized activity to us immediately.,Thank you for letting me know. I will be more cautious in the future.,0
eQWNol1gtvPlsk,"Hello, this is the IRS. You owe us money and we need to collect it immediately.",Excuse me? I don't owe the IRS any money.,1
eQWNol1gtvPlsk,"Yes, you do. We have your file right here.",That's not possible. Can you give me your name and badge number?,1
eQWNol1gtvPlsk,My name is John Smith and my badge number is 123456.,I need to verify that you are really from the IRS. Can I call you back at the official IRS number?,1
eQWNol1gtvPlsk,"No, you cannot call back. You must pay now or face legal action.",I'm not going to pay anything until I can verify your identity. Goodbye.,1
eQWNol1gtvPlsk,"Wait, don't hang up. We can work something out. How about a payment plan?","No, I'm not interested in any payment plan. I'm hanging up now. Goodbye.",1
Yaf8GGeBAPDBer,"Hello, this is John from your bank. Can I confirm your account number?","Sure, it's 123456789.",0
